Notion,"Software Engineer, Cloud Infrastructure",https://app.ashbyhq.com/api/images/org-theme-social/0ac11447-a862-468b-95a0-40198c971382/9c301a0c-e540-490d-87bc-278619b8eaf2/91449f44-5aa1-4afe-bec4-5e44bd0c2be4.png,https://jobs.ashbyhq.com/notion/e050309a-6b81-4341-b1ca-9bdd17e62e13,ASHBY,"title: Software Engineer, Cloud Infrastructure @ Notion, salary: Unknown"
"Sift Stack, Inc.","Senior Software Engineer, Full Stack",https://app.ashbyhq.com/api/images/org-theme-social/e72de9b5-b018-466f-b3cc-7c3e6308f4ce/336ddc65-a3f0-486c-a366-fba56d97b122/10a28736-d2c6-4480-9472-b271025a07b4.png,https://jobs.ashbyhq.com/siftstack/6e482c2b-b7a2-4206-8701-3de5e460a764,ASHBY,senior
EliseAI,Senior Software Engineer,https://app.ashbyhq.com/api/images/org-theme-logo/a6296b28-330c-486f-a5bf-73345b925180/86cff2b0-b127-4968-95a2-fd59af7e55c4/d6f4f883-c4a6-4043-8ed8-7cb547978912.png,https://jobs.ashbyhq.com/eliseai/dc08433d-67d7-4498-891d-f7f174e312c1,ASHBY,senior
Rye,Backend Engineer,https://app.ashbyhq.com/api/images/org-theme-social/1303380f-0dae-4247-a568-5f3416e7d607/b82cd33f-480e-4c59-8e7d-0c545a67ed51/1c9385e0-4774-425b-91d2-23d00bc2b641.png,https://jobs.ashbyhq.com/rye/f4c81ed8-2169-480c-a276-1bb069ecf150,ASHBY,"title: Backend Engineer @ Rye, salary: Unknown"
Valthos,Member of Technical Staff - Software Engineer,https://app.ashbyhq.com/api/images/org-theme-logo/73c1e2ec-baab-4f53-9f41-b5ec0ed7e0f3/e308a0e9-5aed-487d-a4c5-cde285613fd0/e6315cd0-12ac-4b3d-9d1a-16812a2f46ec.png,https://jobs.ashbyhq.com/valthos/58637d53-f949-49fa-b318-88a93635337b,ASHBY,senior
Counsel Health,Software Engineer,https://app.ashbyhq.com/api/images/org-theme-logo/9d0be221-c309-48b0-920d-a87128a39189/661a4825-fa11-4ebc-bb24-d7130d79a620/68124ce7-97c0-4160-b7a4-1c5f715bddf5.png,https://jobs.ashbyhq.com/counsel/12cf0cf3-73db-49d4-84a0-dd8b280e6337,ASHBY,"title: Software Engineer @ Counsel Health, salary: Unknown"
Ramp,"Software Engineer, Ops Engineering, Mid-Level & Senior",https://app.ashbyhq.com/api/images/org-theme-social/7a158cac-9866-4881-95a8-bc946d3dca79/c68257b4-5a2d-4ecc-93a6-fe3c6766ce8b/6dd29608-289f-4c8a-9d6e-6f6ac8ea925b.png,https://jobs.ashbyhq.com/ramp/7bfa613e-151c-469b-9973-c89ee3d14838,ASHBY,mid
Clipboard,"Software Engineer, Backend",https://app.ashbyhq.com/api/images/org-theme-social/de0da823-924d-48d4-8f40-3549a5c44810/61ba8fbf-5934-4cb6-92c0-21def16d1282/c9b89506-adc1-4de7-97e2-afad879e017d.png,https://jobs.ashbyhq.com/clipboard/c1700ee7-6b27-4115-b159-23674b877d7f?departmentId=93f64c86-6e44-409b-9739-e8fe8491e5dc,ASHBY,"title: Software Engineer, Backend @ Clipboard, salary: Unknown"
Alma,Backend Engineer,https://app.ashbyhq.com/api/images/org-theme-social/7d6b6dba-6b28-4a48-b58b-7178236b4ba7/5d8e748d-c0cc-4a0e-b525-94fa977689a4/fb5d4a0d-c872-4200-ba88-cbdf15ecbc77.png,https://jobs.ashbyhq.com/tryalma/8000454d-db6c-4758-95ab-7cfca87726f3,ASHBY,"title: Backend Engineer @ Alma, salary: Unknown"
Happyrobot Inc.,Software Engineer - Full-Stack,https://app.ashbyhq.com/api/images/org-theme-logo/adbc3eab-e3f7-4a9c-8173-a0ef17bc3722/2c59f75f-f196-4327-86d6-d8b97175692d/97a16ae3-4cdf-4d99-b255-ed2359cc18c0.png,https://jobs.ashbyhq.com/happyrobot.ai/cbe3137c-2305-4368-a60e-adce4bd38c3a,ASHBY,"title: Software Engineer - Full-Stack @ Happyrobot Inc., salary: Unknown"
Voxel,Software Engineer - Platform,https://app.ashbyhq.com/api/images/org-theme-social/d711e52b-e3b9-46d4-9e72-3fcbfd6ccb4b/8b39d0ca-0cbc-4021-ba28-4c8582bc3281/f7d87f54-648b-4016-b7ce-54ca174634f8.png,https://jobs.ashbyhq.com/voxel/8b8b359f-255a-4338-9914-97d63d92b8e0,ASHBY,"title: Software Engineer - Platform @ Voxel, salary: Unknown"
Layer,Backend Engineer,https://app.ashbyhq.com/api/images/org-theme-logo/40399aa7-e836-4c7f-a202-987c3d24996c/71729ed8-7727-4546-9af1-1c77c82cbb3f/b87825be-c6c1-4e00-877e-8b1b83634131.png,https://jobs.ashbyhq.com/layerfi/c8e4e1fb-eda0-4340-8d1e-f8b81a72f110,ASHBY,"title: Backend Engineer @ Layer, salary: Unknown"
GoodShip,Senior Software Engineer,https://app.ashbyhq.com/api/images/org-theme-logo/702f3c7a-911d-4456-b92e-1b8e237bdb5b/9fe1b477-20cb-47c1-8100-472df6faefa5/5350e058-7e34-4dc6-93f9-20750a657255.png,https://jobs.ashbyhq.com/goodship/9997f6f4-0185-4484-af0d-db63d760ecaf,ASHBY,senior
Candid Health,Software Engineer,https://app.ashbyhq.com/api/images/org-theme-social/e952de3d-28ff-4534-bd56-a242a5229fe1/a230ffee-f41d-4207-92a1-8353c5dce0d9/ea64b255-8fb5-4011-b633-5b4d682b60aa.png,https://jobs.ashbyhq.com/candidhealth/f770bdc1-6704-44c6-9417-b98c1a4c75c4,ASHBY,"title: Software Engineer @ Candid Health, salary: Unknown"
River,Senior Software Engineer,https://app.ashbyhq.com/api/images/org-theme-logo/518b8bd9-8061-4632-a655-4a1b74c855c9/e7deab9e-a962-4d41-b476-5efe000cdeb5/cd01888d-e6da-48dc-b978-2c3c74a26078.png,https://jobs.ashbyhq.com/river/07bd8af6-a190-4601-a0d1-f20d0a01a089/application,ASHBY,senior
Notion,"Software Engineer, Datastore",https://app.ashbyhq.com/api/images/org-theme-social/0ac11447-a862-468b-95a0-40198c971382/9c301a0c-e540-490d-87bc-278619b8eaf2/91449f44-5aa1-4afe-bec4-5e44bd0c2be4.png,https://jobs.ashbyhq.com/notion/3fbcf972-52d5-4475-8720-040025c6f7da,ASHBY,"title: Software Engineer, Datastore @ Notion, salary: Unknown"
EliseAI,Software Engineer (New Grads 2025-2026),https://app.ashbyhq.com/api/images/org-theme-logo/a6296b28-330c-486f-a5bf-73345b925180/86cff2b0-b127-4968-95a2-fd59af7e55c4/d6f4f883-c4a6-4043-8ed8-7cb547978912.png,https://jobs.ashbyhq.com/eliseai/1ffbd278-a5fe-443c-984f-521d61a97353,ASHBY,newgrad
Pulley,Backend Engineer,https://app.ashbyhq.com/api/images/org-theme-social/74fa69aa-cd9a-47f2-8a6d-f9037fa43762/7fbe8a4e-f9e2-4493-9045-f719e1fcff10/fc6aa0fd-08ed-4d8a-bc7d-f2210e8fdefa.png,https://jobs.ashbyhq.com/withpulley/d99816fc-63fb-4887-8bf3-45a41f699a54,ASHBY,"title: Backend Engineer @ Pulley, salary: Unknown"
Nash,Senior Backend Engineer,https://app.ashbyhq.com/api/images/org-theme-social/fd6ecf9c-9cc7-4ddf-836e-71caa1556c28/38c8fa41-23da-4e8f-a4a5-0415de360051/bb03108c-93a6-4681-9c58-399f67eb14a8.png,https://jobs.ashbyhq.com/Nash/5078366e-db73-45a4-b9cb-23162d3bc28b,ASHBY,senior
Suno,Staff Software Engineer,https://app.ashbyhq.com/api/images/org-theme-social/b77305c5-e9a4-4d23-a5d3-fe84d36d5924/c0e72796-6a1c-4eab-ac7b-10bbd37e5e34/bf3311d4-ff65-4821-82a5-6ef54e2057ec.png,https://jobs.ashbyhq.com/suno/adb5c5ef-5897-4acb-8014-0a7f162742d8,ASHBY,senior
Arch,Senior Software Engineer,https://app.ashbyhq.com/api/images/org-theme-social/a66a1226-5c5b-43ad-b456-04a71069e57e/9d85ea5d-8a6f-4360-bc6a-abcb6fd0012a/2ea2e800-e665-4b5a-bab2-62eab6aac3d5.png,https://jobs.ashbyhq.com/arch.co/d3be5d80-cdc5-48de-abb2-724a5fc57b5b,ASHBY,senior
Maybern,"Software Engineer, New Grad",https://app.ashbyhq.com/api/images/org-theme-logo/f753af84-a929-4056-b508-905f6f35ba0e/49f181e0-a5ed-4efc-901f-a8cfcc9229b4/1481f45e-e337-495b-89e7-ab3308e7aca6.png,https://jobs.ashbyhq.com/maybern/90f7a0d4-4e6c-43e0-a444-06301faa4058,ASHBY,newgrad
NextPatient,Staff Software Engineer,https://app.ashbyhq.com/api/images/org-theme-social/12d85245-98b0-4e1e-a562-b024ac5b0ceb/aadaff75-79bb-4009-bb60-fad1fe4c04f0/608a9460-77f8-4621-a841-6987ac1d77d5.png,https://jobs.ashbyhq.com/NextPatient/1a20b9ef-3175-461d-b781-72fec1bf41b8,ASHBY,senior
Pearl Health,Senior Software Engineer,https://app.ashbyhq.com/api/images/org-theme-logo/1ca9931d-b162-437e-b8a3-1506221a8af1/6e6f4d92-79f4-449a-95bc-f9173a042636/77125572-c8de-49dc-adf6-38c4362d3947.png,https://jobs.ashbyhq.com/pearlhealth/aeb2f61f-6386-4b61-b4f2-3102bb39a49c?utm_source=remotive.com&ref=remotive.com,ASHBY,senior
Pulley,Frontend Engineer,https://app.ashbyhq.com/api/images/org-theme-social/74fa69aa-cd9a-47f2-8a6d-f9037fa43762/7fbe8a4e-f9e2-4493-9045-f719e1fcff10/fc6aa0fd-08ed-4d8a-bc7d-f2210e8fdefa.png,https://jobs.ashbyhq.com/withpulley/13a79ca7-307f-4584-920b-ae53547c41b6,ASHBY,"title: Frontend Engineer @ Pulley, salary: Unknown"
"Apex Technology, Inc.","Software Engineer, Test Automation",https://app.ashbyhq.com/api/images/org-theme-social/f38209f6-5223-49fa-b52a-99372f3ee7a8/5dc2ecca-5a07-4b73-8ffa-1b6ad95b59ff/f440cd48-7174-4573-9e9c-fc44708bee37.png,https://jobs.ashbyhq.com/apex-technology-inc/48f0fda2-8181-423b-a1cd-d99eded4e87a,ASHBY,"title: Software Engineer, Test Automation @ Apex Technology, Inc., salary: Unknown"
Traba,Senior Software Engineer (Fullstack),https://app.ashbyhq.com/api/images/org-theme-social/e7cd9609-b2f6-4658-afa8-15be89f27580/089d154f-c228-44a8-8416-f49497e1a76b/b9c0c559-e1c6-45d9-b6f7-755cfaf8f9ed.png,https://jobs.ashbyhq.com/traba/bb46162e-8e24-46bd-8d9f-e08167facbf6,ASHBY,senior
Lorikeet,Software Engineer,https://app.ashbyhq.com/api/images/org-theme-social/03e62356-207d-470d-9fa9-c5fa11aa4c1c/73c00d1f-7400-4810-be78-736f5705840a/3dc631ec-87a8-4975-b228-bacf316304f4.png,https://jobs.ashbyhq.com/Lorikeet/479046de-5df8-4f51-a72c-2a8dd39a43cb,ASHBY,"title: Software Engineer @ Lorikeet, salary: Unknown"
